session_id,date,street,area,hours_parked,rate_per_hour,payment_method,vehicle_type,revenue,month,day_of_week,is_weekend,avg_temperature_c,snowfall_cm,weather_condition,snow_impact
1428,2025-01-19,Water Street,Downtown,0.5,1.75,Mobile App,Truck,0.88,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1429,2025-01-19,Prescott Street,Downtown,2.0,1.75,Credit Card,Car,3.5,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1430,2025-01-19,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,SUV,1.25,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1431,2025-01-19,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1432,2025-01-19,Prescott Street,Downtown,1.5,1.75,Debit Card,SUV,2.62,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1433,2025-01-19,Prescott Street,Downtown,1.0,1.75,Credit Card,Truck,1.75,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1434,2025-01-19,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1435,2025-01-19,Elizabeth Avenue,University Area,2.0,1.25,Coin,SUV,2.5,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1436,2025-01-19,Water Street,Downtown,3.0,1.75,Mobile App,Car,5.25,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1437,2025-01-19,Elizabeth Avenue,University Area,1.5,1.25,Coin,Car,1.88,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1438,2025-01-19,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1439,2025-01-19,Prescott Street,Downtown,1.0,1.75,Credit Card,SUV,1.75,2025-01,Sunday,1,-5,0,Clear/Cloudy,No Snow
1440,2025-01-20,Churchill Square,Churchill Square,0.5,1.0,Coin,Car,0.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1441,2025-01-20,Prescott Street,Downtown,3.0,1.75,Credit Card,Truck,5.25,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1442,2025-01-20,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1443,2025-01-20,Water Street,Downtown,2.0,1.75,Credit Card,Car,3.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1444,2025-01-20,Churchill Square,Churchill Square,0.5,1.0,Mobile App,Car,0.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1445,2025-01-20,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1446,2025-01-20,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1447,2025-01-20,Prescott Street,Downtown,2.5,1.75,Mobile App,SUV,4.38,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1448,2025-01-20,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1449,2025-01-20,Water Street,Downtown,0.5,1.75,Debit Card,Car,0.88,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1450,2025-01-20,Duckworth Street,Downtown,2.5,1.75,Debit Card,SUV,4.38,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1451,2025-01-20,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1452,2025-01-20,Harbour Drive,Downtown,2.0,1.75,Mobile App,Van,3.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1453,2025-01-20,Duckworth Street,Downtown,2.5,1.75,Mobile App,Truck,4.38,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1454,2025-01-20,Prescott Street,Downtown,2.0,1.75,Mobile App,Truck,3.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1455,2025-01-20,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,Car,1.25,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1456,2025-01-20,Water Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1457,2025-01-20,Prescott Street,Downtown,1.0,1.75,Coin,SUV,1.75,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1458,2025-01-20,Prescott Street,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1459,2025-01-20,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1460,2025-01-20,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1461,2025-01-20,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1462,2025-01-20,Duckworth Street,Downtown,0.5,1.75,Credit Card,Van,0.88,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1463,2025-01-20,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1464,2025-01-20,Elizabeth Avenue,University Area,0.5,1.25,Credit Card,Car,0.62,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1465,2025-01-20,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Monday,0,-7,0,Clear/Cloudy,No Snow
1466,2025-01-21,Prescott Street,Downtown,2.0,1.75,Debit Card,SUV,3.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1467,2025-01-21,Churchill Square,Churchill Square,2.5,1.0,Mobile App,Car,2.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1468,2025-01-21,Harbour Drive,Downtown,1.5,1.75,Debit Card,SUV,2.62,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1469,2025-01-21,Elizabeth Avenue,University Area,3.0,1.25,Mobile App,Car,3.75,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1470,2025-01-21,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1471,2025-01-21,Duckworth Street,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1472,2025-01-21,Duckworth Street,Downtown,1.0,1.75,Coin,Truck,1.75,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1473,2025-01-21,Churchill Square,Churchill Square,0.5,1.0,Mobile App,Car,0.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1474,2025-01-21,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1475,2025-01-21,Duckworth Street,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1476,2025-01-21,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1477,2025-01-21,Elizabeth Avenue,University Area,1.5,1.25,Coin,Car,1.88,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1478,2025-01-21,Water Street,Downtown,2.0,1.75,Coin,Truck,3.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1479,2025-01-21,Churchill Square,Churchill Square,1.0,1.0,Coin,Car,1.0,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1480,2025-01-21,Churchill Square,Churchill Square,2.5,1.0,Credit Card,Car,2.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1481,2025-01-21,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Car,2.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1482,2025-01-21,Churchill Square,Churchill Square,1.0,1.0,Debit Card,Car,1.0,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1483,2025-01-21,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1484,2025-01-21,Water Street,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1485,2025-01-21,Churchill Square,Churchill Square,1.5,1.0,Mobile App,Car,1.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1486,2025-01-21,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1487,2025-01-21,Prescott Street,Downtown,1.0,1.75,Mobile App,SUV,1.75,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1488,2025-01-21,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Car,2.5,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1489,2025-01-21,Prescott Street,Downtown,2.5,1.75,Debit Card,Car,4.38,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1490,2025-01-21,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1491,2025-01-21,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Van,1.25,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1492,2025-01-21,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Car,3.12,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1493,2025-01-21,Harbour Drive,Downtown,3.0,1.75,Credit Card,SUV,5.25,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1494,2025-01-21,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1495,2025-01-21,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1496,2025-01-21,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-01,Tuesday,0,1,0,Clear/Cloudy,No Snow
1497,2025-01-22,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1498,2025-01-22,Harbour Drive,Downtown,2.0,1.75,Mobile App,Truck,3.5,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1499,2025-01-22,Prescott Street,Downtown,2.5,1.75,Mobile App,SUV,4.38,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1500,2025-01-22,Churchill Square,Churchill Square,3.0,1.0,Debit Card,SUV,3.0,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1501,2025-01-22,Prescott Street,Downtown,0.5,1.75,Mobile App,SUV,0.88,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1502,2025-01-22,Water Street,Downtown,3.0,1.75,Mobile App,Car,5.25,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1503,2025-01-22,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Van,2.0,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1504,2025-01-22,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1505,2025-01-22,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Car,2.0,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1506,2025-01-22,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1507,2025-01-22,Water Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1508,2025-01-22,Water Street,Downtown,2.0,1.75,Debit Card,Car,3.5,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1509,2025-01-22,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1510,2025-01-22,Duckworth Street,Downtown,2.0,1.75,Debit Card,SUV,3.5,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1511,2025-01-22,Duckworth Street,Downtown,1.0,1.75,Debit Card,SUV,1.75,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1512,2025-01-22,Elizabeth Avenue,University Area,2.5,1.25,Debit Card,Truck,3.12,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1513,2025-01-22,Elizabeth Avenue,University Area,1.0,1.25,Coin,Car,1.25,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1514,2025-01-22,Harbour Drive,Downtown,2.0,1.75,Debit Card,Car,3.5,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1515,2025-01-22,Harbour Drive,Downtown,3.0,1.75,Mobile App,Car,5.25,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1516,2025-01-22,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1517,2025-01-22,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1518,2025-01-22,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1519,2025-01-22,Water Street,Downtown,2.0,1.75,Credit Card,SUV,3.5,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1520,2025-01-22,Churchill Square,Churchill Square,2.0,1.0,Credit Card,SUV,2.0,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1521,2025-01-22,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,SUV,1.88,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1522,2025-01-22,Prescott Street,Downtown,2.5,1.75,Credit Card,Car,4.38,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1523,2025-01-22,Elizabeth Avenue,University Area,2.0,1.25,Debit Card,Van,2.5,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1524,2025-01-22,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Car,2.0,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1525,2025-01-22,Prescott Street,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1526,2025-01-22,Prescott Street,Downtown,0.5,1.75,Debit Card,SUV,0.88,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1527,2025-01-22,Water Street,Downtown,3.0,1.75,Credit Card,Car,5.25,2025-01,Wednesday,0,-5,2,Light Snow,Low Snow
1528,2025-01-23,Harbour Drive,Downtown,2.0,1.75,Coin,SUV,3.5,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1529,2025-01-23,Water Street,Downtown,3.0,1.75,Mobile App,SUV,5.25,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1530,2025-01-23,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1531,2025-01-23,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Van,2.5,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1532,2025-01-23,Harbour Drive,Downtown,3.0,1.75,Mobile App,Car,5.25,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1533,2025-01-23,Harbour Drive,Downtown,1.5,1.75,Credit Card,Car,2.62,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1534,2025-01-23,Churchill Square,Churchill Square,1.5,1.0,Credit Card,Car,1.5,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1535,2025-01-23,Prescott Street,Downtown,0.5,1.75,Debit Card,Truck,0.88,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1536,2025-01-23,Water Street,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1537,2025-01-23,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1538,2025-01-23,Prescott Street,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1539,2025-01-23,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Truck,1.25,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1540,2025-01-23,Duckworth Street,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1541,2025-01-23,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Truck,1.0,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1542,2025-01-23,Harbour Drive,Downtown,0.5,1.75,Debit Card,Car,0.88,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1543,2025-01-23,Prescott Street,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-01,Thursday,0,-3,0,Clear/Cloudy,No Snow
1544,2025-01-24,Harbour Drive,Downtown,3.0,1.75,Credit Card,Van,5.25,2025-01,Friday,0,0,2,Light Snow,Low Snow
1545,2025-01-24,Duckworth Street,Downtown,2.5,1.75,Debit Card,SUV,4.38,2025-01,Friday,0,0,2,Light Snow,Low Snow
1546,2025-01-24,Churchill Square,Churchill Square,3.0,1.0,Mobile App,SUV,3.0,2025-01,Friday,0,0,2,Light Snow,Low Snow
1547,2025-01-24,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Friday,0,0,2,Light Snow,Low Snow
1548,2025-01-24,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0,2025-01,Friday,0,0,2,Light Snow,Low Snow
1549,2025-01-24,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Friday,0,0,2,Light Snow,Low Snow
1550,2025-01-24,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88,2025-01,Friday,0,0,2,Light Snow,Low Snow
1551,2025-01-24,Duckworth Street,Downtown,1.5,1.75,Credit Card,SUV,2.62,2025-01,Friday,0,0,2,Light Snow,Low Snow
1552,2025-01-24,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-01,Friday,0,0,2,Light Snow,Low Snow
1553,2025-01-24,Water Street,Downtown,1.5,1.75,Mobile App,SUV,2.62,2025-01,Friday,0,0,2,Light Snow,Low Snow
1554,2025-01-24,Water Street,Downtown,2.0,1.75,Credit Card,Car,3.5,2025-01,Friday,0,0,2,Light Snow,Low Snow
1555,2025-01-24,Churchill Square,Churchill Square,2.0,1.0,Mobile App,SUV,2.0,2025-01,Friday,0,0,2,Light Snow,Low Snow
1556,2025-01-24,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Car,2.5,2025-01,Friday,0,0,2,Light Snow,Low Snow
1557,2025-01-24,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Friday,0,0,2,Light Snow,Low Snow
1558,2025-01-24,Prescott Street,Downtown,2.0,1.75,Credit Card,Car,3.5,2025-01,Friday,0,0,2,Light Snow,Low Snow
1559,2025-01-24,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0,2025-01,Friday,0,0,2,Light Snow,Low Snow
1560,2025-01-24,Churchill Square,Churchill Square,1.5,1.0,Coin,SUV,1.5,2025-01,Friday,0,0,2,Light Snow,Low Snow
1561,2025-01-24,Duckworth Street,Downtown,0.5,1.75,Credit Card,Truck,0.88,2025-01,Friday,0,0,2,Light Snow,Low Snow
1562,2025-01-24,Water Street,Downtown,1.5,1.75,Debit Card,Car,2.62,2025-01,Friday,0,0,2,Light Snow,Low Snow
1563,2025-01-24,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-01,Friday,0,0,2,Light Snow,Low Snow
1564,2025-01-24,Harbour Drive,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-01,Friday,0,0,2,Light Snow,Low Snow
1565,2025-01-24,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-01,Friday,0,0,2,Light Snow,Low Snow
1566,2025-01-24,Water Street,Downtown,1.5,1.75,Coin,SUV,2.62,2025-01,Friday,0,0,2,Light Snow,Low Snow
1567,2025-01-24,Duckworth Street,Downtown,1.5,1.75,Credit Card,Car,2.62,2025-01,Friday,0,0,2,Light Snow,Low Snow
1568,2025-01-24,Harbour Drive,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-01,Friday,0,0,2,Light Snow,Low Snow
1569,2025-01-24,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25,2025-01,Friday,0,0,2,Light Snow,Low Snow
1570,2025-01-24,Churchill Square,Churchill Square,2.0,1.0,Debit Card,Car,2.0,2025-01,Friday,0,0,2,Light Snow,Low Snow
1571,2025-01-24,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Truck,2.5,2025-01,Friday,0,0,2,Light Snow,Low Snow
1572,2025-01-24,Prescott Street,Downtown,2.0,1.75,Mobile App,Van,3.5,2025-01,Friday,0,0,2,Light Snow,Low Snow
1573,2025-01-25,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Car,2.0,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1574,2025-01-25,Elizabeth Avenue,University Area,3.0,1.25,Credit Card,Car,3.75,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1575,2025-01-25,Churchill Square,Churchill Square,1.5,1.0,Credit Card,SUV,1.5,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1576,2025-01-25,Duckworth Street,Downtown,1.0,1.75,Mobile App,Van,1.75,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1577,2025-01-25,Prescott Street,Downtown,2.5,1.75,Debit Card,SUV,4.38,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1578,2025-01-25,Harbour Drive,Downtown,2.0,1.75,Coin,Truck,3.5,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1579,2025-01-25,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1580,2025-01-25,Harbour Drive,Downtown,2.5,1.75,Credit Card,Car,4.38,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1581,2025-01-25,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1582,2025-01-25,Prescott Street,Downtown,2.5,1.75,Debit Card,Car,4.38,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1583,2025-01-25,Harbour Drive,Downtown,2.0,1.75,Credit Card,Car,3.5,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1584,2025-01-25,Churchill Square,Churchill Square,2.0,1.0,Debit Card,Car,2.0,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1585,2025-01-25,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1586,2025-01-25,Prescott Street,Downtown,2.0,1.75,Mobile App,SUV,3.5,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1587,2025-01-25,Water Street,Downtown,2.5,1.75,Mobile App,SUV,4.38,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1588,2025-01-25,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1589,2025-01-25,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1590,2025-01-25,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Truck,3.12,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1591,2025-01-25,Prescott Street,Downtown,2.0,1.75,Mobile App,Truck,3.5,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1592,2025-01-25,Harbour Drive,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1593,2025-01-25,Elizabeth Avenue,University Area,1.5,1.25,Debit Card,SUV,1.88,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1594,2025-01-25,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62,2025-01,Saturday,1,-3,1,Light Snow,Low Snow
1595,2025-01-26,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Truck,3.12,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1596,2025-01-26,Harbour Drive,Downtown,3.0,1.75,Debit Card,SUV,5.25,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1597,2025-01-26,Prescott Street,Downtown,0.5,1.75,Coin,SUV,0.88,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1598,2025-01-26,Harbour Drive,Downtown,2.0,1.75,Credit Card,SUV,3.5,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1599,2025-01-26,Prescott Street,Downtown,0.5,1.75,Credit Card,SUV,0.88,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1600,2025-01-26,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1601,2025-01-26,Water Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1602,2025-01-26,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Truck,2.5,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1603,2025-01-26,Duckworth Street,Downtown,2.0,1.75,Credit Card,Truck,3.5,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1604,2025-01-26,Churchill Square,Churchill Square,2.5,1.0,Mobile App,Car,2.5,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1605,2025-01-26,Harbour Drive,Downtown,3.0,1.75,Debit Card,SUV,5.25,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1606,2025-01-26,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Car,1.0,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1607,2025-01-26,Churchill Square,Churchill Square,0.5,1.0,Debit Card,SUV,0.5,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1608,2025-01-26,Water Street,Downtown,0.5,1.75,Coin,Car,0.88,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1609,2025-01-26,Prescott Street,Downtown,2.5,1.75,Credit Card,Car,4.38,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1610,2025-01-26,Harbour Drive,Downtown,2.5,1.75,Mobile App,SUV,4.38,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1611,2025-01-26,Harbour Drive,Downtown,1.5,1.75,Debit Card,SUV,2.62,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1612,2025-01-26,Prescott Street,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1613,2025-01-26,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1614,2025-01-26,Water Street,Downtown,1.5,1.75,Credit Card,Car,2.62,2025-01,Sunday,1,0,1,Light Snow,Low Snow
1615,2025-01-26,Water Street,Downtown,0.5,1.75,Mobile App,SUV,0.88,2025-01,Sunday,1,0,1,Light Snow,Low Snow
