session_id,date,street,area,hours_parked,rate_per_hour,payment_method,vehicle_type,revenue
1317,2025-01-13,Duckworth Street,Downtown,2.0,1.75,Credit Card,SUV,3.5
1318,2025-01-13,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25
1319,2025-01-13,Duckworth Street,Downtown,1.0,1.75,Credit Card,Van,1.75
1320,2025-01-13,Churchill Square,Churchill Square,2.0,1.0,Mobile App,SUV,2.0
1321,2025-01-13,Prescott Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1322,2025-01-14,Water Street,Downtown,0.5,1.75,Mobile App,Truck,0.88
1323,2025-01-14,Elizabeth Avenue,University Area,3.0,1.25,Coin,SUV,3.75
1324,2025-01-14,Harbour Drive,Downtown,2.0,1.75,Mobile App,Car,3.5
1325,2025-01-14,Water Street,Downtown,1.0,1.75,Credit Card,SUV,1.75
1326,2025-01-14,Duckworth Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1327,2025-01-14,Prescott Street,Downtown,1.5,1.75,Credit Card,Car,2.62
1328,2025-01-14,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0
1329,2025-01-14,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Truck,1.25
1330,2025-01-14,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Van,1.25
1331,2025-01-14,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0
1332,2025-01-14,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75
1333,2025-01-14,Duckworth Street,Downtown,1.0,1.75,Mobile App,SUV,1.75
1334,2025-01-14,Prescott Street,Downtown,1.5,1.75,Credit Card,SUV,2.62
1335,2025-01-14,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1336,2025-01-14,Harbour Drive,Downtown,2.5,1.75,Debit Card,SUV,4.38
1337,2025-01-14,Prescott Street,Downtown,0.5,1.75,Coin,SUV,0.88
1338,2025-01-14,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,SUV,1.88
1339,2025-01-14,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Car,2.5
1340,2025-01-14,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1341,2025-01-14,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1342,2025-01-15,Duckworth Street,Downtown,2.0,1.75,Mobile App,Van,3.5
1343,2025-01-15,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,Truck,1.25
1344,2025-01-15,Elizabeth Avenue,University Area,2.5,1.25,Credit Card,SUV,3.12
1345,2025-01-15,Water Street,Downtown,1.0,1.75,Coin,Car,1.75
1346,2025-01-15,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,SUV,2.5
1347,2025-01-15,Duckworth Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1348,2025-01-15,Churchill Square,Churchill Square,0.5,1.0,Debit Card,Car,0.5
1349,2025-01-15,Duckworth Street,Downtown,3.0,1.75,Mobile App,SUV,5.25
1350,2025-01-15,Duckworth Street,Downtown,0.5,1.75,Credit Card,Van,0.88
1351,2025-01-15,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Van,2.0
1352,2025-01-15,Water Street,Downtown,2.0,1.75,Debit Card,SUV,3.5
1353,2025-01-15,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Car,2.5
1354,2025-01-15,Harbour Drive,Downtown,2.5,1.75,Credit Card,Truck,4.38
1355,2025-01-15,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1356,2025-01-15,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,Car,0.62
1357,2025-01-15,Churchill Square,Churchill Square,1.5,1.0,Credit Card,Car,1.5
1358,2025-01-15,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,SUV,1.25
1359,2025-01-15,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75
1360,2025-01-15,Churchill Square,Churchill Square,3.0,1.0,Coin,SUV,3.0
1361,2025-01-16,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75
1362,2025-01-16,Prescott Street,Downtown,1.0,1.75,Coin,Car,1.75
1363,2025-01-16,Prescott Street,Downtown,2.0,1.75,Debit Card,SUV,3.5
1364,2025-01-16,Prescott Street,Downtown,0.5,1.75,Debit Card,SUV,0.88
1365,2025-01-16,Prescott Street,Downtown,0.5,1.75,Mobile App,SUV,0.88
1366,2025-01-16,Duckworth Street,Downtown,2.0,1.75,Credit Card,Van,3.5
1367,2025-01-16,Duckworth Street,Downtown,2.5,1.75,Mobile App,SUV,4.38
1368,2025-01-16,Churchill Square,Churchill Square,2.0,1.0,Mobile App,SUV,2.0
1369,2025-01-16,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Van,1.25
1370,2025-01-16,Churchill Square,Churchill Square,2.5,1.0,Credit Card,Car,2.5
1371,2025-01-16,Prescott Street,Downtown,1.5,1.75,Credit Card,SUV,2.62
1372,2025-01-16,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1373,2025-01-16,Water Street,Downtown,1.5,1.75,Debit Card,Car,2.62
1374,2025-01-16,Water Street,Downtown,2.0,1.75,Mobile App,Van,3.5
1375,2025-01-16,Harbour Drive,Downtown,2.5,1.75,Mobile App,Car,4.38
1376,2025-01-16,Churchill Square,Churchill Square,1.0,1.0,Debit Card,Car,1.0
1377,2025-01-16,Prescott Street,Downtown,2.0,1.75,Coin,Car,3.5
1378,2025-01-16,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,SUV,1.25
1379,2025-01-16,Churchill Square,Churchill Square,1.5,1.0,Debit Card,SUV,1.5
1380,2025-01-16,Prescott Street,Downtown,2.5,1.75,Credit Card,SUV,4.38
1381,2025-01-16,Prescott Street,Downtown,1.0,1.75,Mobile App,SUV,1.75
1382,2025-01-16,Prescott Street,Downtown,0.5,1.75,Credit Card,Car,0.88
1383,2025-01-16,Churchill Square,Churchill Square,3.0,1.0,Mobile App,Car,3.0
1384,2025-01-17,Duckworth Street,Downtown,1.5,1.75,Credit Card,SUV,2.62
1385,2025-01-17,Elizabeth Avenue,University Area,3.0,1.25,Credit Card,Truck,3.75
1386,2025-01-17,Harbour Drive,Downtown,1.5,1.75,Credit Card,Car,2.62
1387,2025-01-17,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,Car,1.25
1388,2025-01-17,Duckworth Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1389,2025-01-17,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,SUV,3.12
1390,2025-01-17,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1391,2025-01-17,Duckworth Street,Downtown,2.5,1.75,Credit Card,Car,4.38
1392,2025-01-17,Water Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1393,2025-01-17,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88
1394,2025-01-17,Prescott Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1395,2025-01-17,Water Street,Downtown,1.5,1.75,Debit Card,SUV,2.62
1396,2025-01-17,Churchill Square,Churchill Square,1.0,1.0,Mobile App,SUV,1.0
1397,2025-01-17,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,Truck,1.25
1398,2025-01-17,Duckworth Street,Downtown,2.5,1.75,Mobile App,Truck,4.38
1399,2025-01-17,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1400,2025-01-17,Water Street,Downtown,1.0,1.75,Mobile App,SUV,1.75
1401,2025-01-17,Prescott Street,Downtown,1.5,1.75,Credit Card,SUV,2.62
1402,2025-01-17,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75
1403,2025-01-17,Elizabeth Avenue,University Area,2.0,1.25,Debit Card,Car,2.5
1404,2025-01-17,Churchill Square,Churchill Square,2.5,1.0,Credit Card,Car,2.5
1405,2025-01-17,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0
1406,2025-01-17,Churchill Square,Churchill Square,1.0,1.0,Credit Card,Car,1.0
1407,2025-01-17,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,SUV,2.5
1408,2025-01-17,Churchill Square,Churchill Square,1.0,1.0,Mobile App,SUV,1.0
1409,2025-01-17,Prescott Street,Downtown,3.0,1.75,Credit Card,Car,5.25
1410,2025-01-18,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Car,1.0
1411,2025-01-18,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Truck,1.0
1412,2025-01-18,Harbour Drive,Downtown,2.0,1.75,Mobile App,SUV,3.5
1413,2025-01-18,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1414,2025-01-18,Harbour Drive,Downtown,1.0,1.75,Debit Card,SUV,1.75
1415,2025-01-18,Water Street,Downtown,1.5,1.75,Mobile App,Van,2.62
1416,2025-01-18,Prescott Street,Downtown,0.5,1.75,Debit Card,Car,0.88
1417,2025-01-18,Churchill Square,Churchill Square,2.0,1.0,Coin,SUV,2.0
1418,2025-01-18,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,SUV,1.88
1419,2025-01-18,Duckworth Street,Downtown,1.0,1.75,Mobile App,Truck,1.75
1420,2025-01-18,Water Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1421,2025-01-18,Harbour Drive,Downtown,2.5,1.75,Credit Card,Truck,4.38
1422,2025-01-18,Harbour Drive,Downtown,2.0,1.75,Credit Card,SUV,3.5
1423,2025-01-18,Water Street,Downtown,2.0,1.75,Debit Card,Car,3.5
1424,2025-01-18,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1425,2025-01-19,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75
1426,2025-01-19,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,SUV,1.25
1427,2025-01-19,Duckworth Street,Downtown,1.5,1.75,Mobile App,SUV,2.62
1428,2025-01-19,Water Street,Downtown,0.5,1.75,Mobile App,Truck,0.88
1429,2025-01-19,Prescott Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1430,2025-01-19,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,SUV,1.25
1431,2025-01-19,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1432,2025-01-19,Prescott Street,Downtown,1.5,1.75,Debit Card,SUV,2.62
1433,2025-01-19,Prescott Street,Downtown,1.0,1.75,Credit Card,Truck,1.75
1434,2025-01-19,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1435,2025-01-19,Elizabeth Avenue,University Area,2.0,1.25,Coin,SUV,2.5
1436,2025-01-19,Water Street,Downtown,3.0,1.75,Mobile App,Car,5.25
1437,2025-01-19,Elizabeth Avenue,University Area,1.5,1.25,Coin,Car,1.88
1438,2025-01-19,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1439,2025-01-19,Prescott Street,Downtown,1.0,1.75,Credit Card,SUV,1.75
1440,2025-01-20,Churchill Square,Churchill Square,0.5,1.0,Coin,Car,0.5
1441,2025-01-20,Prescott Street,Downtown,3.0,1.75,Credit Card,Truck,5.25
1442,2025-01-20,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5
1443,2025-01-20,Water Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1444,2025-01-20,Churchill Square,Churchill Square,0.5,1.0,Mobile App,Car,0.5
1445,2025-01-20,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1446,2025-01-20,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1447,2025-01-20,Prescott Street,Downtown,2.5,1.75,Mobile App,SUV,4.38
1448,2025-01-20,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1449,2025-01-20,Water Street,Downtown,0.5,1.75,Debit Card,Car,0.88
1450,2025-01-20,Duckworth Street,Downtown,2.5,1.75,Debit Card,SUV,4.38
1451,2025-01-20,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1452,2025-01-20,Harbour Drive,Downtown,2.0,1.75,Mobile App,Van,3.5
1453,2025-01-20,Duckworth Street,Downtown,2.5,1.75,Mobile App,Truck,4.38
1454,2025-01-20,Prescott Street,Downtown,2.0,1.75,Mobile App,Truck,3.5
1455,2025-01-20,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,Car,1.25
1456,2025-01-20,Water Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1457,2025-01-20,Prescott Street,Downtown,1.0,1.75,Coin,SUV,1.75
1458,2025-01-20,Prescott Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1459,2025-01-20,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1460,2025-01-20,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1461,2025-01-20,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75
1462,2025-01-20,Duckworth Street,Downtown,0.5,1.75,Credit Card,Van,0.88
1463,2025-01-20,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75
1464,2025-01-20,Elizabeth Avenue,University Area,0.5,1.25,Credit Card,Car,0.62
1465,2025-01-20,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1466,2025-01-21,Prescott Street,Downtown,2.0,1.75,Debit Card,SUV,3.5
1467,2025-01-21,Churchill Square,Churchill Square,2.5,1.0,Mobile App,Car,2.5
1468,2025-01-21,Harbour Drive,Downtown,1.5,1.75,Debit Card,SUV,2.62
1469,2025-01-21,Elizabeth Avenue,University Area,3.0,1.25,Mobile App,Car,3.75
1470,2025-01-21,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5
1471,2025-01-21,Duckworth Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1472,2025-01-21,Duckworth Street,Downtown,1.0,1.75,Coin,Truck,1.75
1473,2025-01-21,Churchill Square,Churchill Square,0.5,1.0,Mobile App,Car,0.5
1474,2025-01-21,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62
1475,2025-01-21,Duckworth Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1476,2025-01-21,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1477,2025-01-21,Elizabeth Avenue,University Area,1.5,1.25,Coin,Car,1.88
1478,2025-01-21,Water Street,Downtown,2.0,1.75,Coin,Truck,3.5
1479,2025-01-21,Churchill Square,Churchill Square,1.0,1.0,Coin,Car,1.0
1480,2025-01-21,Churchill Square,Churchill Square,2.5,1.0,Credit Card,Car,2.5
1481,2025-01-21,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Car,2.5
1482,2025-01-21,Churchill Square,Churchill Square,1.0,1.0,Debit Card,Car,1.0
1483,2025-01-21,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5
1484,2025-01-21,Water Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1485,2025-01-21,Churchill Square,Churchill Square,1.5,1.0,Mobile App,Car,1.5
1486,2025-01-21,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1487,2025-01-21,Prescott Street,Downtown,1.0,1.75,Mobile App,SUV,1.75
1488,2025-01-21,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Car,2.5
1489,2025-01-21,Prescott Street,Downtown,2.5,1.75,Debit Card,Car,4.38
1490,2025-01-21,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1491,2025-01-21,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Van,1.25
1492,2025-01-21,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Car,3.12
1493,2025-01-21,Harbour Drive,Downtown,3.0,1.75,Credit Card,SUV,5.25
1494,2025-01-21,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1495,2025-01-21,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1496,2025-01-21,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1497,2025-01-22,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1498,2025-01-22,Harbour Drive,Downtown,2.0,1.75,Mobile App,Truck,3.5
1499,2025-01-22,Prescott Street,Downtown,2.5,1.75,Mobile App,SUV,4.38
1500,2025-01-22,Churchill Square,Churchill Square,3.0,1.0,Debit Card,SUV,3.0
1501,2025-01-22,Prescott Street,Downtown,0.5,1.75,Mobile App,SUV,0.88
1502,2025-01-22,Water Street,Downtown,3.0,1.75,Mobile App,Car,5.25
1503,2025-01-22,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Van,2.0
1504,2025-01-22,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75
1505,2025-01-22,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Car,2.0
1506,2025-01-22,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75
1507,2025-01-22,Water Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1508,2025-01-22,Water Street,Downtown,2.0,1.75,Debit Card,Car,3.5
1509,2025-01-22,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62
1510,2025-01-22,Duckworth Street,Downtown,2.0,1.75,Debit Card,SUV,3.5
1511,2025-01-22,Duckworth Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1512,2025-01-22,Elizabeth Avenue,University Area,2.5,1.25,Debit Card,Truck,3.12
1513,2025-01-22,Elizabeth Avenue,University Area,1.0,1.25,Coin,Car,1.25
1514,2025-01-22,Harbour Drive,Downtown,2.0,1.75,Debit Card,Car,3.5
1515,2025-01-22,Harbour Drive,Downtown,3.0,1.75,Mobile App,Car,5.25
1516,2025-01-22,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1517,2025-01-22,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88
1518,2025-01-22,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25
1519,2025-01-22,Water Street,Downtown,2.0,1.75,Credit Card,SUV,3.5
1520,2025-01-22,Churchill Square,Churchill Square,2.0,1.0,Credit Card,SUV,2.0
1521,2025-01-22,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,SUV,1.88
1522,2025-01-22,Prescott Street,Downtown,2.5,1.75,Credit Card,Car,4.38
1523,2025-01-22,Elizabeth Avenue,University Area,2.0,1.25,Debit Card,Van,2.5
1524,2025-01-22,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Car,2.0
1525,2025-01-22,Prescott Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1526,2025-01-22,Prescott Street,Downtown,0.5,1.75,Debit Card,SUV,0.88
1527,2025-01-22,Water Street,Downtown,3.0,1.75,Credit Card,Car,5.25
1528,2025-01-23,Harbour Drive,Downtown,2.0,1.75,Coin,SUV,3.5
1529,2025-01-23,Water Street,Downtown,3.0,1.75,Mobile App,SUV,5.25
1530,2025-01-23,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1531,2025-01-23,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Van,2.5
1532,2025-01-23,Harbour Drive,Downtown,3.0,1.75,Mobile App,Car,5.25
1533,2025-01-23,Harbour Drive,Downtown,1.5,1.75,Credit Card,Car,2.62
1534,2025-01-23,Churchill Square,Churchill Square,1.5,1.0,Credit Card,Car,1.5
1535,2025-01-23,Prescott Street,Downtown,0.5,1.75,Debit Card,Truck,0.88
1536,2025-01-23,Water Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1537,2025-01-23,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1538,2025-01-23,Prescott Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1539,2025-01-23,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Truck,1.25
1540,2025-01-23,Duckworth Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1541,2025-01-23,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Truck,1.0
1542,2025-01-23,Harbour Drive,Downtown,0.5,1.75,Debit Card,Car,0.88
1543,2025-01-23,Prescott Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1544,2025-01-24,Harbour Drive,Downtown,3.0,1.75,Credit Card,Van,5.25
1545,2025-01-24,Duckworth Street,Downtown,2.5,1.75,Debit Card,SUV,4.38
1546,2025-01-24,Churchill Square,Churchill Square,3.0,1.0,Mobile App,SUV,3.0
1547,2025-01-24,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1548,2025-01-24,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0
1549,2025-01-24,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1550,2025-01-24,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88
1551,2025-01-24,Duckworth Street,Downtown,1.5,1.75,Credit Card,SUV,2.62
1552,2025-01-24,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1553,2025-01-24,Water Street,Downtown,1.5,1.75,Mobile App,SUV,2.62
1554,2025-01-24,Water Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1555,2025-01-24,Churchill Square,Churchill Square,2.0,1.0,Mobile App,SUV,2.0
1556,2025-01-24,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Car,2.5
1557,2025-01-24,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1558,2025-01-24,Prescott Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1559,2025-01-24,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0
1560,2025-01-24,Churchill Square,Churchill Square,1.5,1.0,Coin,SUV,1.5
1561,2025-01-24,Duckworth Street,Downtown,0.5,1.75,Credit Card,Truck,0.88
1562,2025-01-24,Water Street,Downtown,1.5,1.75,Debit Card,Car,2.62
1563,2025-01-24,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1564,2025-01-24,Harbour Drive,Downtown,1.0,1.75,Credit Card,Car,1.75
1565,2025-01-24,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1566,2025-01-24,Water Street,Downtown,1.5,1.75,Coin,SUV,2.62
1567,2025-01-24,Duckworth Street,Downtown,1.5,1.75,Credit Card,Car,2.62
1568,2025-01-24,Harbour Drive,Downtown,1.0,1.75,Debit Card,Car,1.75
1569,2025-01-24,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25
1570,2025-01-24,Churchill Square,Churchill Square,2.0,1.0,Debit Card,Car,2.0
1571,2025-01-24,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Truck,2.5
1572,2025-01-24,Prescott Street,Downtown,2.0,1.75,Mobile App,Van,3.5
1573,2025-01-25,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Car,2.0
1574,2025-01-25,Elizabeth Avenue,University Area,3.0,1.25,Credit Card,Car,3.75
1575,2025-01-25,Churchill Square,Churchill Square,1.5,1.0,Credit Card,SUV,1.5
1576,2025-01-25,Duckworth Street,Downtown,1.0,1.75,Mobile App,Van,1.75
1577,2025-01-25,Prescott Street,Downtown,2.5,1.75,Debit Card,SUV,4.38
1578,2025-01-25,Harbour Drive,Downtown,2.0,1.75,Coin,Truck,3.5
1579,2025-01-25,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1580,2025-01-25,Harbour Drive,Downtown,2.5,1.75,Credit Card,Car,4.38
1581,2025-01-25,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1582,2025-01-25,Prescott Street,Downtown,2.5,1.75,Debit Card,Car,4.38
1583,2025-01-25,Harbour Drive,Downtown,2.0,1.75,Credit Card,Car,3.5
1584,2025-01-25,Churchill Square,Churchill Square,2.0,1.0,Debit Card,Car,2.0
1585,2025-01-25,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1586,2025-01-25,Prescott Street,Downtown,2.0,1.75,Mobile App,SUV,3.5
1587,2025-01-25,Water Street,Downtown,2.5,1.75,Mobile App,SUV,4.38
1588,2025-01-25,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1589,2025-01-25,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5
1590,2025-01-25,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Truck,3.12
1591,2025-01-25,Prescott Street,Downtown,2.0,1.75,Mobile App,Truck,3.5
1592,2025-01-25,Harbour Drive,Downtown,0.5,1.75,Mobile App,Car,0.88
1593,2025-01-25,Elizabeth Avenue,University Area,1.5,1.25,Debit Card,SUV,1.88
1594,2025-01-25,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62
1595,2025-01-26,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Truck,3.12
1596,2025-01-26,Harbour Drive,Downtown,3.0,1.75,Debit Card,SUV,5.25
1597,2025-01-26,Prescott Street,Downtown,0.5,1.75,Coin,SUV,0.88
1598,2025-01-26,Harbour Drive,Downtown,2.0,1.75,Credit Card,SUV,3.5
1599,2025-01-26,Prescott Street,Downtown,0.5,1.75,Credit Card,SUV,0.88
1600,2025-01-26,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1601,2025-01-26,Water Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1602,2025-01-26,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Truck,2.5
1603,2025-01-26,Duckworth Street,Downtown,2.0,1.75,Credit Card,Truck,3.5
1604,2025-01-26,Churchill Square,Churchill Square,2.5,1.0,Mobile App,Car,2.5
1605,2025-01-26,Harbour Drive,Downtown,3.0,1.75,Debit Card,SUV,5.25
1606,2025-01-26,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Car,1.0
1607,2025-01-26,Churchill Square,Churchill Square,0.5,1.0,Debit Card,SUV,0.5
1608,2025-01-26,Water Street,Downtown,0.5,1.75,Coin,Car,0.88
1609,2025-01-26,Prescott Street,Downtown,2.5,1.75,Credit Card,Car,4.38
1610,2025-01-26,Harbour Drive,Downtown,2.5,1.75,Mobile App,SUV,4.38
1611,2025-01-26,Harbour Drive,Downtown,1.5,1.75,Debit Card,SUV,2.62
1612,2025-01-26,Prescott Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1613,2025-01-26,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25
1614,2025-01-26,Water Street,Downtown,1.5,1.75,Credit Card,Car,2.62
1615,2025-01-26,Water Street,Downtown,0.5,1.75,Mobile App,SUV,0.88
1616,2025-01-26,Harbour Drive,Downtown,1.0,1.75,Mobile App,Van,1.75
1617,2025-01-26,Churchill Square,Churchill Square,1.5,1.0,Credit Card,Car,1.5
1618,2025-01-26,Churchill Square,Churchill Square,1.5,1.0,Credit Card,SUV,1.5
1619,2025-01-26,Water Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1620,2025-01-26,Prescott Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1621,2025-01-26,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1622,2025-01-26,Churchill Square,Churchill Square,1.0,1.0,Debit Card,SUV,1.0
1623,2025-01-26,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62
1624,2025-01-26,Harbour Drive,Downtown,0.5,1.75,Credit Card,Van,0.88
1625,2025-01-26,Churchill Square,Churchill Square,1.5,1.0,Mobile App,Car,1.5
1626,2025-01-26,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Car,2.0
1627,2025-01-27,Prescott Street,Downtown,2.5,1.75,Mobile App,SUV,4.38
1628,2025-01-27,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,SUV,1.25
1629,2025-01-27,Duckworth Street,Downtown,1.0,1.75,Credit Card,Truck,1.75
1630,2025-01-27,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1631,2025-01-27,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1632,2025-01-27,Water Street,Downtown,3.0,1.75,Credit Card,SUV,5.25
